State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
NE,31,71220,Gretna Public Schools,"18,190","3,797",70
NE,31,71370,Hampton Public Schools,788,128,8
NE,31,71520,Hartington Newcastle Public Schools,"3,916",788,57
NE,31,71550,Harvard Public Schools,"1,239",245,42
NE,31,71580,Hastings Public Schools,"23,938","3,814",521
NE,31,71610,Hay Springs Public Schools,"1,034",118,19
NE,31,9120,Hayes Center Public Schools,646,111,22
NE,31,117,Heartland Community Schools,"2,086",362,30
NE,31,71730,Hemingford Public Schools,"1,747",303,42
NE,31,71820,Hershey Public Schools,"2,137",394,33
NE,31,123,High Plains Community Schools,"1,764",278,38
NE,31,120,Hitchcock County School System,"1,810",322,40
NE,31,71940,Holdrege Public Schools,"6,692","1,129",138
NE,31,72000,Homer Community Schools,"1,624",300,28
NE,31,183,Howells-Dodge Consolidated Schools,"2,180",405,29
NE,31,179,Humboldt Table Rock Steinauer Public Schools,"3,078",441,81
NE,31,72150,Humphrey Public Schools,"2,307",484,26
NE,31,72210,Hyannis Area Schools,888,148,25
NE,31,176,Johnson County Central Public Schools,"4,510",570,78
NE,31,72335,Johnson-Brock Public Schools,"1,297",222,23
NE,31,72390,Kearney Public Schools,"38,944","6,165",547
NE,31,72420,Kenesaw Public Schools,"1,430",268,30
NE,31,72480,Keya Paha County Schools,808,114,23
NE,31,72570,Kimball Public Schools,"3,254",496,76
NE,31,112,Lakeview Community Schools,"5,243","1,069",117
NE,31,4,Laurel-Concord-Coleridge School,"2,728",453,66
NE,31,72720,Leigh Community Schools,"1,103",168,14
NE,31,72780,Lewiston Consolidated Schools,957,179,34
NE,31,72810,Lexington Public Schools,"12,025","2,432",332
NE,31,72,Leyton Public Schools,"1,124",181,13
NE,31,72840,Lincoln Public Schools,"293,091","46,878","4,649"
NE,31,72910,Litchfield Public Schools,761,151,27
NE,31,114,Logan View Public Schools,"3,052",535,37
NE,31,72990,Loomis Public Schools,874,168,17
NE,31,73050,Louisville Public Schools,"3,121",497,40
NE,31,73090,Loup City Public Schools,"2,118",304,56
NE,31,73120,Loup County Public Schools,671,102,25
NE,31,73210,Lyons-Decatur Northeast Schools,"1,877",246,39
NE,31,73230,Madison Public Schools,"3,549",819,69
NE,31,73290,Malcolm Public Schools,"2,356",461,15
NE,31,23,Maxwell Public Schools,926,181,6
NE,31,73440,Maywood Public Schools,794,128,17
NE,31,73470,McCook Public Schools,"8,896","1,383",165
NE,31,73500,McCool Junction Public Schools,867,185,23
NE,31,73560,McPherson County Schools,479,76,16
NE,31,73590,Mead Public Schools,"1,433",284,7
NE,31,73600,Medicine Valley Public Schools,"1,313",181,29
NE,31,73660,Meridian Public Schools,943,171,12
NE,31,73710,Milford Public Schools,"4,276",765,34
NE,31,73740,Millard Public Schools,"126,945","26,990",922
NE,31,73800,Minatare Public Schools,903,191,18
NE,31,73830,Minden Public Schools,"4,376",781,83
NE,31,73890,Mitchell Public Schools,"3,078",577,78
NE,31,97,Morrill Public Schools,"2,398",414,57
NE,31,74040,Mullen Public Schools,896,144,16
NE,31,74160,Nebraska City Public Schools,"9,361","1,664",161
NE,31,119,Nebraska Unified District 1,"2,964",501,112
NE,31,74220,Neligh-Oakdale Schools,"2,396",401,62
NE,31,74340,Newman Grove Public Schools,"1,417",254,36
NE,31,74370,Niobrara Public Schools,754,123,17
NE,31,74430,Norfolk Public Schools,"29,866","5,291",541
NE,31,88,Norris School District 160,"9,831","2,363",73
NE,31,115,North Bend Central Public Schools,"2,982",547,37
NE,31,22,North Platte Public Schools,"27,775","4,669",530
NE,31,74580,Northwest Public Schools,"4,321",803,83
NE,31,74850,O'Neill Public Schools,"5,204",992,131
NE,31,74640,Oakland Craig Public Schools,"1,985",378,44
NE,31,74760,Ogallala Public Schools,"6,452",956,163
NE,31,74820,Omaha Public Schools,"383,400","66,910","9,705"
NE,31,74940,Ord Public Schools,"3,446",592,64
NE,31,75000,Osceola Public Schools,"1,557",263,18
NE,31,75030,Osmond Community Schools,"1,317",269,23
NE,31,75060,Overton Public Schools,"1,180",217,28
NE,31,89,Palmer Public Schools,"1,028",166,20
NE,31,75210,Palmyra District OR-1,"3,016",539,22
NE,31,75270,Papillion-La Vista Community Schools,"63,881","13,204",530
NE,31,75330,Pawnee City Public Schools,"1,477",206,47
NE,31,75360,Paxton Consolidated Schools,"1,090",192,16
NE,31,75390,Pender Public Schools,"1,917",307,43
NE,31,157,Perkins County Schools,"2,748",495,52
NE,31,75510,Pierce Public Schools,"3,682",692,42
NE,31,75570,Plainview Public Schools,"2,140",356,61
NE,31,75660,Plattsmouth Community Schools,"10,105","1,789",138
NE,31,75690,Pleasanton Public Schools,"1,244",236,16
NE,31,75770,Ponca Public Schools,"1,929",331,23
NE,31,75810,Potter-Dix Public Schools,960,154,12
NE,31,75900,Ralston Public Schools,"21,964","3,060",316
NE,31,75930,Randolph Public Schools,"1,820",315,26
NE,31,75960,Ravenna Public Schools,"2,498",482,52
NE,31,4950,Raymond Central Public Schools,"4,690",908,38
NE,31,75990,Red Cloud Community Schools,"1,411",196,32
NE,31,184,Riverside Public Schools,"1,616",268,55
NE,31,76170,Rock County Public Schools,"1,361",208,40
NE,31,76380,Sandhills Public Schools,622,97,21
NE,31,76400,Santee Community Schools,519,156,44
NE,31,76410,Sargent Public Schools,"1,017",181,26
NE,31,76450,Schuyler Community Schools,"8,438","1,847",230
NE,31,76470,Scottsbluff Public Schools,"18,392","3,206",525
NE,31,76,Scribner-Snyder Community Schools,"1,805",334,39
NE,31,76560,Seward Public Schools,"10,753","1,861",103
NE,31,76590,Shelby-Rising City Public Schools,"2,035",372,27
NE,31,76620,Shelton Public Schools,"1,690",361,26
NE,31,76650,Shickley Public Schools,681,91,15
NE,31,76710,Sidney Public Schools,"6,780","1,180",145
NE,31,66,Silver Lake Public Schools,"1,572",258,19
NE,31,76800,Sioux County Public Schools,783,95,19
NE,31,122,South Central Nebraska Unified 5,"4,172",707,87
NE,31,110,South Platte Public Schools,"1,108",151,23
NE,31,76860,South Sioux City Community Schools,"16,857","3,502",467
NE,31,77180,Southern School District 1,"2,503",436,65
NE,31,109,Southern Valley Schools,"2,697",474,86
NE,31,178,Southwest Public Schools,"2,028",363,49
NE,31,75630,Springfield Platteview Community Schools,"9,023","1,719",64
NE,31,76980,St. Edward Public Schools,"1,016",170,16
NE,31,85,St. Paul Public Schools,"3,712",657,71
NE,31,41,Stanton Community Schools,"2,375",433,25
NE,31,77100,Stapleton Public Schools,861,153,9
NE,31,77190,Sterling Public Schools,"1,280",257,22
NE,31,82,Stuart Public Schools,830,145,12
NE,31,77340,Sumner-Eddyville-Miller Schools,943,162,15
NE,31,29,Superior Public Schools,"2,747",388,50
NE,31,24,Sutherland Public Schools,"1,698",343,16
NE,31,77520,Sutton Public Schools,"2,133",377,30
NE,31,77550,Syracuse-Dunbar-Avoca Schools,"4,509",747,47
NE,31,71,Tekamah-Herman Community Schools,"3,236",589,54
NE,31,132,Thayer Central Community Schools,"2,647",399,50
NE,31,77730,Thedford Public Schools,608,108,22
NE,31,5970,Tri County Public Schools,"2,263",374,34
NE,31,129,Twin River Public Schools,"2,868",481,40
NE,31,19560,Umo N Ho N Nation Public Schools,"1,380",447,153
NE,31,78020,Valentine Community Schools,"4,480",696,103
NE,31,78210,Wahoo Public Schools,"7,485","1,353",78
NE,31,78240,Wakefield Public Schools,"2,018",364,29
NE,31,78260,Wallace Public School District 65 R,776,149,10
NE,31,78300,Walthill Public Schools,"1,406",371,102
NE,31,18,Wauneta-Palisade Public Schools,"1,464",206,27
NE,31,78450,Wausa Public Schools,"1,081",226,19
NE,31,21,Waverly School District 145,"11,094","2,305",121
NE,31,78520,Wayne Community Schools,"6,951",880,72
NE,31,78540,Weeping Water Public Schools,"1,952",342,21
NE,31,172,West Holt Public Schools,"2,400",431,55
NE,31,6,West Point Public Schools,"5,768","1,037",85
NE,31,78660,Westside Community Schools,"33,439","5,269",344
NE,31,78670,Wheeler Central Schools,739,98,20
NE,31,78720,Wilber-Clatonia Public Schools,"3,080",593,52
NE,31,134,Wilcox-Hildreth Public Schools,"1,401",221,27
NE,31,78810,Winnebago Public Schools,"2,003",602,171
NE,31,78840,Winside Public Schools,"1,059",208,20
NE,31,8,Wisner-Pilger Public Schools,"2,484",417,43
NE,31,78940,Wood River Rural Schools,"3,232",636,67
NE,31,78990,Wynot Public Schools,709,153,12
NE,31,79050,York Public Schools,"9,045","1,498",160
NE,31,79080,Yutan Public Schools,"2,297",449,12
NV,32,390,Carson City School District,"55,916","8,189","1,258"
NV,32,30,Churchill County School District,"24,909","4,048",638
NV,32,60,Clark County School District,"2,266,715","381,325","66,015"
NV,32,90,Douglas County School District,"48,905","6,179",628
NV,32,120,Elko County School District,"52,778","10,391","1,350"
NV,32,150,Esmeralda County School District,873,94,13
NV,32,180,Eureka County School District,"2,029",409,42
NV,32,210,Humboldt County School District,"16,831","3,344",445
NV,32,240,Lander County School District,"5,532","1,033",150
NV,32,270,Lincoln County School District,"5,183",752,117
NV,32,300,Lyon County School District,"57,510","9,055","1,358"
NV,32,330,Mineral County School District,"4,505",615,136
NV,32,360,Nye County School District,"46,523","5,735","1,472"
NV,32,420,Pershing County School District,"6,725",794,140
NV,32,450,Storey County School District,"4,123",411,42
NV,32,480,Washoe County School District,"471,519","73,266","8,026"
NV,32,510,White Pine County School District,"9,580","1,424",213
NH,33,1350,Albany School District,759,86,8
NH,33,1380,Allenstown School District,"4,468",597,62
NH,33,1440,Alton School District,"5,349",523,36
NH,33,1470,Amherst School District,"11,652","1,352",36
NH,33,1500,Andover School District,"2,433",409,20
NH,33,1560,Ashland School District,"2,091",141,20
NH,33,1590,Auburn School District,"5,199",809,31
NH,33,1620,Barnstead School District,"4,733",516,28
NH,33,1650,Barrington School District,"9,041","1,438",74
NH,33,1680,Bartlett School District,"2,839",327,19
NH,33,1710,Bath School District,"1,089",151,13
NH,33,1740,Bedford School District,"22,087","4,425",154
NH,33,1830,Benton School District,367,30,1
NH,33,1860,Berlin School District,"9,598","1,107",220
NH,33,1890,Bethlehem School District,"2,553",184,10
NH,33,1950,Bow School District,"7,787","1,507",42
NH,33,2010,Brentwood School District,"4,723",367,6
NH,33,2070,Brookline School District,"5,192",603,11
NH,33,2100,Campton School District,"3,363",315,20
NH,33,2130,Candia School District,"4,099",597,19
NH,33,2200,Chatham School District,347,42,7
NH,33,2250,Chester School District,"5,011",940,27
NH,33,2280,Chesterfield School District,"3,555",521,17
NH,33,2310,Chichester School District,"2,611",414,18
NH,33,2340,Claremont School District,"13,172","1,839",273
NH,33,2370,Clarksville School District,261,24,4
NH,33,2400,Colebrook School District,"2,199",266,43
NH,33,2430,Columbia School District,721,76,9
NH,33,2460,Concord School District,"38,796","4,949",425
NH,33,2480,Contoocook Valley School District,"19,322","2,809",177
NH,33,2490,Conway School District,"10,334","1,229",257
NH,33,2510,Coos County School District,86,7,1
NH,33,2520,Cornish School District,"1,616",209,35
NH,33,2550,Croydon School District,759,79,9
NH,33,2580,Deerfield School District,"4,491",663,35
NH,33,2610,Derry School District,"34,864","5,380",388
NH,33,2640,Dover School District,"31,824","4,095",257
NH,33,2670,Dresden School District,"11,355",706,53
NH,33,2730,Dummer School District,290,37,7
NH,33,2760,Dunbarton School District,"2,836",474,15
NH,33,2790,East Kingston School District,"2,465",183,4
NH,33,2850,Eaton School District,391,25,1
NH,33,2870,Ellsworth School District,84,9,1
NH,33,2880,Epping School District,"6,683",910,45
NH,33,2910,Epsom School District,"4,745",704,29
NH,33,2940,Errol School District,278,12,2
NH,33,17,Exeter Regional Cooperative School District,"33,798","3,055",78
NH,33,2970,Exeter School District,"15,009",961,52
NH,33,2990,Fall Mountain Regional School District,"12,207","1,724",136
NH,33,3000,Farmington School District,"7,190","1,125",167
NH,33,3090,Franklin School District,"8,768","1,222",137
NH,33,3120,Freedom School District,"1,526",146,9
NH,33,3150,Fremont School District,"4,501",706,26
NH,33,3180,Gilford School District,"7,234","1,077",60
NH,33,3210,Gilmanton School District,"3,830",547,83
NH,33,3240,Goffstown School District,"18,356","2,394",157
NH,33,35,Gorham Randolph Shelburne Cooperative School District,"3,371",409,41
NH,33,3304,Goshen School District,799,94,7
NH,33,3330,Governor Wentworth Regional School District,"18,312","2,290",211
NH,33,3360,Grantham School District,"2,936",411,22
NH,33,3420,Greenland School District,"3,716",542,20
NH,33,3279,Hale's Location School District,123,2,1
NH,33,3480,Hampstead School District,"8,909","1,328",35
NH,33,3540,Hampton Falls School District,"2,349",239,9
NH,33,3510,Hampton School District,"16,204","1,174",65
NH,33,3600,Hanover School District,"11,355",475,7
NH,33,3630,Harrisville School District,956,97,8
NH,33,3640,Hart's Location School District,42,5,1
NH,33,3660,Haverhill Cooperative School District,"4,736",605,70
NH,33,3690,Henniker School District,"4,999",412,25
NH,33,3720,Hill School District,"1,118",176,14
NH,33,3750,Hillsboro-Deering Cooperative School District,"8,255","1,243",92
NH,33,3780,Hinsdale School District,"3,982",576,68
NH,33,3810,Holderness School District,"2,135",193,14
NH,33,3840,Hollis School District,"8,013",650,18
NH,33,3850,Hollis-Brookline Cooperative School District,"13,205","1,343",23
NH,33,3870,Hooksett School District,"13,919","2,057",88
NH,33,3900,Hopkinton School District,"5,775",924,36
NH,33,3930,Hudson School District,"25,468","4,134",189
NH,33,3960,Inter-Lakes School District,"8,862","1,119",130
NH,33,3990,Jackson School District,854,74,9
NH,33,4030,Jaffrey-Rindge Cooperative School District,"11,317","1,663",96
NH,33,3,John Stark Regional School District,"14,146",787,27
NH,33,4040,Kearsarge Regional School District,"15,909","2,018",97
NH,33,4050,Keene School District,"23,246","2,630",265
NH,33,4080,Kensington School District,"2,210",179,7
NH,33,4140,Laconia School District,"16,298","2,159",274
NH,33,4150,Lafayette Regional School District,"1,937",106,9
NH,33,4170,Landaff School District,416,46,8
NH,33,4230,Lebanon School District,"13,258","1,473",110
NH,33,3303,Lempster School District,"1,138",141,16
NH,33,4260,Lincoln-Woodstock School District,"3,062",394,17
NH,33,4290,Lisbon Regional School District,"2,146",297,43
NH,33,4350,Litchfield School District,"8,604","1,651",42
NH,33,4380,Littleton School District,"5,972",818,184
NH,33,4410,Londonderry School District,"25,214","4,543",159
NH,33,4500,Lyme School District,"1,730",277,7
NH,33,4560,Madison School District,"2,554",321,58
NH,33,4590,Manchester School District,"114,003","14,516","2,067"
NH,33,4620,Marlborough School District,"2,035",269,39
NH,33,4650,Marlow School District,732,89,9
NH,33,4670,Mascenic Regional School District,"7,496","1,272",80
NH,33,4680,Mascoma Valley Regional School District,"10,616","1,327",92
NH,33,3276,Mason School District,"1,440",215,11
NH,33,4740,Merrimack School District,"26,523","4,348",127
NH,33,4760,Merrimack Valley School District,"18,285","2,636",147
NH,33,4770,Middleton School District,"1,900",294,25
NH,33,4800,Milan School District,"1,277",151,17
NH,33,4830,Milford School District,"15,732","2,557",121
NH,33,616,Milton School District,"4,867",743,39
NH,33,4890,Monadnock Regional School District,"13,764","1,934",150
NH,33,4920,Monroe School District,795,115,9
NH,33,4950,Mont Vernon School District,"2,527",325,21
NH,33,4960,Moultonborough School District,"4,149",514,60
NH,33,4980,Nashua School District,"89,997","12,140","1,126"
NH,33,5010,Nelson School District,719,96,29
NH,33,5040,New Boston School District,"5,534",981,27
NH,33,5070,New Castle School District,"1,013",102,0
NH,33,5190,Newfields School District,"1,763",146,7
NH,33,5220,Newfound Area School District,"10,423","1,360",118
NH,33,5250,Newington School District,790,88,3
NH,33,5280,Newmarket School District,"9,423","1,013",61
NH,33,5310,Newport School District,"6,416",956,126
NH,33,5370,North Hampton School District,"4,506",439,25
NH,33,5400,Northumberland School District,"2,190",289,43
NH,33,5430,Northwood School District,"4,450",657,36
NH,33,5460,Nottingham School District,"5,017",731,32
NH,33,5520,Oyster River Cooperative School District,"22,007","2,135",49
NH,33,5550,Pelham School District,"13,432","2,324",54
NH,33,5580,Pembroke School District,"7,348","1,133",66
NH,33,99965,Pemi-Baker Regional School District,"19,557",724,38
NH,33,5670,Piermont School District,797,109,9
NH,33,5700,Pittsburg School District,830,87,7
NH,33,5730,Pittsfield School District,"4,254",593,76
NH,33,5760,Plainfield School District,"2,334",367,11
NH,33,5790,Plymouth School District,"7,054",371,39
NH,33,5820,Portsmouth School District,"21,804","2,124",131
NH,33,5830,Profile School District,"4,491",279,13
NH,33,49,Prospect Mountain High School Joint Maintenance Agreement District,"10,082",514,22
NH,33,5880,Raymond School District,"10,644","1,361",99
NH,33,33009,Rivendell Interstate School District,"1,247",166,17
NH,33,5940,Rochester School District,"31,600","4,567",505
NH,33,5970,Rollinsford School District,"2,681",418,21
NH,33,6000,Rumney School District,"1,484",130,12
NH,33,6030,Rye School District,"5,567",743,28
NH,33,6060,Salem School District,"30,173","4,206",176
NH,33,6080,Sanborn Regional School District,"11,173","1,588",77
NH,33,6150,Seabrook School District,"9,103",633,80
NH,33,6180,Shaker Regional School District,"9,930","1,430",109
NH,33,6240,Somersworth School District,"12,480","1,839",180
NH,33,6260,Souhegan Cooperative School District,"14,179",917,18
NH,33,6270,South Hampton School District,856,111,3
NH,33,6330,Stark School District,523,56,11
NH,33,6360,Stewartstown School District,951,120,27
NH,33,6390,Stoddard School District,"1,215",166,13
NH,33,6420,Strafford School District,"4,228",743,19
NH,33,6450,Stratford School District,712,78,19
NH,33,6480,Stratham School District,"7,629",557,10
NH,33,3293,Sullivan School District,668,79,5
NH,33,6540,Sunapee School District,"3,317",457,29
NH,33,3275,Surry School District,733,71,3
NH,33,6600,Tamworth School District,"2,929",320,28
NH,33,6660,Thornton School District,"2,511",206,14
NH,33,6720,Timberlane Regional School District,"25,967","3,980",132
NH,33,6750,Unity School District,"1,645",179,18
NH,33,6780,Wakefield School District,"5,209",635,50
NH,33,6870,Warren School District,912,122,16
NH,33,6900,Washington School District,"1,108",168,9
NH,33,6910,Waterville Valley School District,249,34,1
NH,33,6930,Weare School District,"9,147","1,054",56
NH,33,6990,Wentworth School District,919,66,10
NH,33,7020,Westmoreland School District,"1,707",222,9
NH,33,7050,White Mountain Regional School District,"8,272","1,087",147
NH,33,7115,Wilton-Lyndeborough School District,"5,581",847,37
NH,33,7140,Winchester School District,"4,288",628,82
NH,33,7170,Windham School District,"14,246","2,491",59
NH,33,7200,Windsor School District,233,34,2
NH,33,7230,Winnacunnet Cooperative School District,"32,162","1,295",55
NH,33,7300,Winnisquam Regional School District,"11,649","1,647",115
NJ,34,660,Absecon City School District,"8,166","1,141",126
NJ,34,690,Alexandria Township School District,"4,785",517,17
NJ,34,720,Allamuchy Township School District,"4,180",485,20
NJ,34,750,Allendale Borough School District,"6,700",952,17
NJ,34,780,Allenhurst Borough School District,486,51,5
NJ,34,810,Alloway Township School District,"3,300",618,34
NJ,34,840,Alpha Borough School District,"2,298",319,31
NJ,34,870,Alpine Borough School District,"1,872",322,10
NJ,34,900,Andover Regional School District,"6,503",885,23
NJ,34,930,Asbury Park City School District,"15,819","2,220",502
NJ,34,960,Atlantic City School District,"37,987","5,800","1,724"
NJ,34,1020,Atlantic Highlands Borough School District,"4,301",274,12
NJ,34,1050,Audubon Borough School District,"9,707","1,309",77
NJ,34,1110,Avalon Borough School District,"1,262",75,11
NJ,34,1140,Avon-by-the-Sea Borough School District,"1,865",231,25
NJ,34,16470,Barnegat Township School District,"22,039","3,569",377
NJ,34,1170,Barrington Borough School District,"6,869",933,71
NJ,34,1200,Bass River Township School District,"1,434",93,20
NJ,34,1230,Bay Head Borough School District,"1,023",137,4
NJ,34,1260,Bayonne City School District,"66,801","10,523","2,206"
NJ,34,1290,Beach Haven Borough School District,"1,233",62,7
NJ,34,1320,Bedminster Township School District,"8,295",919,42
NJ,34,1350,Belleville Town School District,"36,538","5,413",723
NJ,34,1380,Bellmawr Borough School District,"11,454","1,015",188
NJ,34,1410,Belmar Borough School District,"5,695",588,62
NJ,34,1440,Belvidere Town School District,"2,603",427,38
NJ,34,1500,Bergenfield Borough School District,"27,642","4,460",251
NJ,34,1530,Berkeley Heights Township School District,"13,618","2,759",52
NJ,34,1560,Berkeley Township School District,"43,578","2,164",188
NJ,34,1590,Berlin Borough School District,"7,491",837,44
NJ,34,1620,Berlin Township School District,"5,303",792,101
NJ,34,1650,Bernards Township School District,"27,153","5,567",86
NJ,34,1710,Bethlehem Township School District,"3,919",465,7
NJ,34,1740,Beverly City School District,"2,530",360,55
NJ,34,1770,Black Horse Pike Regional School District,"83,578","4,597",366
NJ,34,1800,Blairstown Township School District,"7,378",577,19
NJ,34,1830,Bloomfield Township School District,"48,279","6,806",675
NJ,34,1860,Bloomingdale Borough School District,"7,667","1,121",141
NJ,34,1890,Bloomsbury Borough School District,853,133,9
NJ,34,1920,Bogota Borough School District,"8,421","1,401",117
NJ,34,1950,Boonton Town School District,"8,328","1,051",137
NJ,34,1980,Boonton Township School District,"4,269",773,17
NJ,34,2030,Bordentown Regional School District,"15,723","2,412",87
NJ,34,2100,Bound Brook Borough School District,"10,593","1,431",216
NJ,34,2130,Bradley Beach Borough School District,"4,220",363,37
NJ,34,2160,Branchburg Township School District,"14,701","2,582",50
NJ,34,2220,Brick Township School District,"79,036","12,666",895
NJ,34,2250,Bridgeton City School District,"24,229","4,453","1,247"
NJ,34,2280,Bridgewater-Raritan Regional School District,"52,179","8,942",323
NJ,34,2310,Brielle Borough School District,"4,658",914,16
NJ,34,2340,Brigantine City School District,"9,076","1,022",84
NJ,34,2370,Brooklawn Borough School District,"1,911",298,50
NJ,34,2400,Buena Regional School District,"11,685","1,929",178
NJ,34,2430,Burlington City School District,"9,853","1,495",246
NJ,34,2460,Burlington Township School District,"22,410","4,107",244
NJ,34,2520,Butler Borough School District,"7,648",978,61
NJ,34,2550,Byram Township School District,"7,943",860,30
NJ,34,2580,Caldwell-West Caldwell School District,"18,943","2,958",147
NJ,34,2610,Califon Borough School District,"1,038",126,2
NJ,34,2640,Camden City School District,"75,816","15,308","4,962"
NJ,34,2700,Cape May City School District,"3,423",152,14
NJ,34,2760,Cape May Point Borough School District,275,10,1
NJ,34,2790,Carlstadt Borough School District,"6,308",602,69
NJ,34,2800,Carlstadt-East Rutherford School District,"15,488",606,41
NJ,34,2820,Carteret Borough School District,"23,268","4,132",840
NJ,34,2850,Cedar Grove Township School District,"12,660","1,847",70
NJ,34,2910,Central Regional School District,"52,119","2,344",212
NJ,34,3000,Cherry Hill Township School District,"69,838","11,514",684
NJ,34,3030,Chesilhurst Borough School District,"1,604",201,29
NJ,34,3060,Chester Township School District,"9,475","1,356",32
NJ,34,3090,Chesterfield Township School District,"7,599",473,7
NJ,34,3120,Cinnaminson Township School District,"15,442","2,412",96
NJ,34,3150,Clark Township School District,"15,288","2,368",153
NJ,34,3180,Clayton Borough School District,"8,265","1,422",140
NJ,34,3210,Clearview Regional School District,"27,943","2,682",91
NJ,34,3240,Clementon Borough School District,"4,916",697,127
NJ,34,3270,Cliffside Park Borough School District,"24,256","2,534",341
NJ,34,3300,Clifton City School District,"84,214","12,617","1,795"
NJ,34,3330,Clinton Town-Glen Gardner School District,"4,584",420,14
NJ,34,3360,Clinton Township School District,"13,193","1,321",46
NJ,34,3390,Closter Borough School District,"8,667","1,157",51
NJ,34,3420,Collingswood Borough School District,"13,747","1,680",154
NJ,34,3450,Colts Neck Township School District,"10,018","1,375",39
NJ,34,3480,Commercial Township School District,"4,944",932,174
NJ,34,3510,Corbin City School District,476,70,7
NJ,34,3540,Cranbury Township School District,"3,932",892,30
NJ,34,3570,Cranford Township School District,"23,472","4,153",95
NJ,34,3600,Cresskill Borough School District,"8,789","1,827",53
NJ,34,3620,Cumberland Regional School District,"23,282","1,281",217
NJ,34,3630,Deal Borough School District,736,74,7
NJ,34,3660,Deerfield Township School District,"2,991",403,52
NJ,34,3690,Delanco Township School District,"4,236",537,37
NJ,34,3720,Delaware Township School District,"4,462",379,6
NJ,34,3750,Delaware Valley Regional School District,"16,273",848,27
NJ,34,3780,Delran Township School District,"16,797","2,746",161
NJ,34,15450,Delsea Regional High School School District,"21,173","1,779",96
NJ,34,3810,Demarest Borough School District,"5,042",682,18
NJ,34,3840,Dennis Township School District,"6,101",976,175
NJ,34,3870,Denville Township School District,"16,664","1,809",64
NJ,34,3900,Deptford Township School District,"30,925","4,269",303
NJ,34,3930,Dover Town School District,"19,650","2,557",545
NJ,34,3960,Downe Township School District,"1,526",225,24
NJ,34,3990,Dumont Borough School District,"17,914","2,926",115
NJ,34,4020,Dunellen Borough School District,"7,352","1,225",161
NJ,34,4050,Eagleswood Township School District,"1,689",132,16
NJ,34,4080,East Amwell Township School District,"3,893",386,11
NJ,34,4110,East Brunswick Township School District,"48,344","8,996",527
NJ,34,4140,East Greenwich Township School District,"9,603",982,23
NJ,34,4170,East Hanover Township School District,"11,145","1,119",42
NJ,34,4200,East Newark Borough School District,"2,596",388,115
NJ,34,4230,East Orange City School District,"65,587","11,511","2,513"
NJ,34,4290,East Rutherford Borough School District,"9,180",737,53
NJ,34,4320,East Windsor Regional School District,"32,702","5,231",418
NJ,34,4350,Eastampton Township School District,"6,026",648,45
NJ,34,4380,Eastern Camden County Regional School District,"38,634","2,125",87
NJ,34,4410,Eatontown Borough School District,"12,453","1,067",118
NJ,34,4440,Edgewater Borough School District,"11,861","1,038",54
NJ,34,4470,Edgewater Park Township School District,"8,841","1,129",131
NJ,34,4500,Edison Township School District,"102,167","15,823","1,069"
NJ,34,4530,Egg Harbor City School District,"4,088",428,68
NJ,34,4560,Egg Harbor Township School District,"41,702","7,558",708
NJ,34,4590,Elizabeth City School District,"129,614","21,909","4,699"
NJ,34,4620,Elk Township School District,"4,208",350,25
NJ,34,4660,Elmwood Park Borough School District,"20,068","2,788",213
NJ,34,4680,Elsinboro Township School District,978,118,14
NJ,34,4710,Emerson Borough School District,"7,607","1,310",32
NJ,34,4740,Englewood City School District,"27,928","4,045",409
NJ,34,4770,Englewood Cliffs Borough School District,"5,469",853,35
NJ,34,4830,Essex Fells Borough School District,"2,157",253,11
NJ,34,4860,Estell Manor City School District,"1,685",298,23
NJ,34,4890,Evesham Township School District,"45,187","4,787",163
NJ,34,4920,Ewing Township School District,"35,722","4,046",441
NJ,34,4950,Fair Haven Borough School District,"6,000",966,26
NJ,34,4980,Fair Lawn Borough School District,"33,348","5,199",190
NJ,34,5010,Fairfield Township School District,"7,594",671,36
NJ,34,5040,Fairfield Township School District,"5,991",533,106
NJ,34,5070,Fairview Borough School District,"14,253","1,739",376
NJ,34,5130,Farmingdale Borough School District,"1,300",118,17
NJ,34,5190,Flemington-Raritan Regional School District,"26,156","2,770",111
NJ,34,5220,Florence Township School District,"12,031","1,738",145
NJ,34,5250,Florham Park Borough School District,"11,810","1,036",31
NJ,34,5280,Folsom Borough School District,"1,819",290,23
NJ,34,5310,Fort Lee Borough School District,"36,487","4,008",283
NJ,34,5340,Frankford Township School District,"6,022",510,31
NJ,34,5400,Franklin Borough School District,"4,779",421,49
NJ,34,5370,Franklin Lakes Borough School District,"10,900","1,508",43
NJ,34,5430,Franklin Township School District,"16,964","1,352",92
NJ,34,5460,Franklin Township School District,"3,132",328,16
NJ,34,5490,Franklin Township School District,"63,387","8,352",640
NJ,34,5520,Franklin Township School District,"3,058",245,14
NJ,34,5550,Fredon Township School District,"3,190",277,22
NJ,34,5580,Freehold Borough School District,"11,824","1,167",226
NJ,34,5610,Freehold Regional School District,"188,151","11,646",436
NJ,34,5640,Freehold Township School District,"35,542","3,972",151
NJ,34,5670,Frelinghuysen Township School District,"2,176",163,9
NJ,34,5700,Frenchtown Borough School District,"1,361",113,9
NJ,34,5730,Galloway Township School District,"35,745","3,394",360
NJ,34,5760,Garfield City School District,"31,410","4,792",612
