State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
TX,48,33870,Overton Independent School District,"3,436",587,97
TX,48,33900,Paducah Independent School District,"1,382",241,72
TX,48,33960,Paint Creek Independent School District,407,46,12
TX,48,33980,Paint Rock Independent School District,448,78,20
TX,48,34020,Palacios Independent School District,"6,853","1,358",292
TX,48,34050,Palestine Independent School District,"20,106","3,500",681
TX,48,34110,Palmer Independent School District,"6,741","1,374",151
TX,48,34140,Palo Pinto Independent School District,"1,109",122,15
TX,48,34170,Pampa Independent School District,"20,125","3,787",634
TX,48,34230,Panhandle Independent School District,"3,320",668,69
TX,48,7,Panther Creek Consolidated Independent School District,"1,060",130,41
TX,48,34260,Paradise Independent School District,"5,732","1,125",114
TX,48,34290,Paris Independent School District,"22,176","3,702","1,198"
TX,48,34320,Pasadena Independent School District,"280,092","59,127","12,211"
TX,48,34380,Patton Springs Independent School District,329,45,17
TX,48,34410,Pawnee Independent School District,614,75,13
TX,48,34440,Pearland Independent School District,"110,941","23,163","1,519"
TX,48,34470,Pearsall Independent School District,"14,029","2,437",689
TX,48,34500,Peaster Independent School District,"5,469","1,174",105
TX,48,34550,Pecos-Barstow-Toyah Independent School District,"15,652","2,509",561
TX,48,34560,Penelope Independent School District,656,124,14
TX,48,34630,Perrin-Whitt Consolidated Independent School District,"2,271",438,52
TX,48,34650,Perryton Independent School District,"9,731","2,241",334
TX,48,34680,Petersburg Independent School District,"1,315",255,48
TX,48,34710,Petrolia Consolidated Independent School District,"2,950",465,67
TX,48,34770,Pettus Independent School District,"1,811",376,67
TX,48,34800,Pewitt Consolidated Independent School District,"5,588",934,169
TX,48,34830,Pflugerville Independent School District,"144,314","27,397","3,121"
TX,48,34860,Pharr-San Juan-Alamo Independent School District,"135,535","31,505","11,219"
TX,48,34920,Pilot Point Independent School District,"10,263","1,897",171
TX,48,34980,Pine Tree Independent School District,"25,365","4,978","1,133"
TX,48,35010,Pittsburg Independent School District,"13,524","2,579",633
TX,48,35040,Plains Independent School District,"2,248",558,107
TX,48,35070,Plainview Independent School District,"26,737","5,365","1,179"
TX,48,35100,Plano Independent School District,"428,089","74,097","4,979"
TX,48,35130,Pleasant Grove Independent School District,"11,961","2,287",201
TX,48,35190,Pleasanton Independent School District,"19,561","3,705",579
TX,48,41580,Plemons-Stinnett-Phillips Consolidated Independent School District,"2,520",468,56
TX,48,35250,Point Isabel Independent School District,"16,315","2,527",787
TX,48,35310,Ponder Independent School District,"7,260","1,449",111
TX,48,35340,Poolville Independent School District,"3,655",664,85
TX,48,35370,Port Aransas Independent School District,"3,818",480,41
TX,48,35400,Port Arthur Independent School District,"52,621","9,972","3,215"
TX,48,35430,Port Neches-Groves Independent School District,"25,923","4,525",531
TX,48,35490,Post Independent School District,"6,022",748,160
TX,48,35520,Poteet Independent School District,"9,613","1,908",323
TX,48,35550,Poth Independent School District,"4,472",795,46
TX,48,35580,Pottsboro Independent School District,"9,377","1,369",158
TX,48,35700,Prairie Lea Independent School District,"1,519",257,39
TX,48,35730,Prairie Valley Independent School District,697,111,19
TX,48,35740,Prairiland Independent School District,"5,893","1,020",159
TX,48,35760,Premont Independent School District,"3,590",691,166
TX,48,35800,Presidio Independent School District,"4,411",985,316
TX,48,35820,Priddy Independent School District,401,48,10
TX,48,35850,Princeton Independent School District,"19,270","3,802",419
TX,48,35890,Pringle-Morse Consolidated Independent School District,388,83,11
TX,48,35910,Progreso Independent School District,"8,497","2,096",686
TX,48,36000,Prosper Independent School District,"21,122","4,897",122
TX,48,36180,Quanah Independent School District,"3,011",495,158
TX,48,36210,Queen City Independent School District,"5,114",835,221
TX,48,36240,Quinlan Independent School District,"20,136","3,288",526
TX,48,36300,Quitman Independent School District,"8,569","1,210",220
TX,48,36360,Rains Independent School District,"12,104","1,809",392
TX,48,36390,Ralls Independent School District,"2,208",467,110
TX,48,36420,Ramirez Common School District,320,48,12
TX,48,36450,Randolph Field Independent School District,"1,450",434,35
TX,48,36480,Ranger Independent School District,"3,010",465,89
TX,48,36510,Rankin Independent School District,"1,203",260,24
TX,48,36540,Raymondville Independent School District,"13,144","1,994",700
TX,48,36570,Reagan County Independent School District,"3,849",818,97
TX,48,36630,Red Lick Independent School District,"2,475",489,38
TX,48,36660,Red Oak Independent School District,"31,520","6,451",659
TX,48,36750,Redwater Independent School District,"5,078","1,021",86
TX,48,36780,Refugio Independent School District,"3,713",620,147
TX,48,36930,Ricardo Independent School District,"3,686",804,172
TX,48,36970,Rice Consolidated Independent School District,"7,045","1,313",283
TX,48,36960,Rice Independent School District,"3,088",716,115
TX,48,36990,Richards Independent School District,"1,786",264,44
TX,48,37020,Richardson Independent School District,"240,898","39,535","6,588"
TX,48,37080,Richland Springs Independent School District,931,155,26
TX,48,37110,Riesel Independent School District,"2,456",480,74
TX,48,37140,Rio Grande City Consolidated Independent School District,"38,579","9,037","3,581"
TX,48,37170,Rio Hondo Independent School District,"10,236","2,293",592
TX,48,37200,Rio Vista Independent School District,"4,683",898,143
TX,48,37230,Rising Star Independent School District,"1,385",217,27
TX,48,37260,River Road Independent School District,"6,815","1,332",203
TX,48,42120,Rivercrest Independent School District,"3,630",576,129
TX,48,37320,Riviera Independent School District,"1,514",256,51
TX,48,37380,Robert Lee Independent School District,"1,669",215,35
TX,48,37410,Robinson Independent School District,"11,458","2,257",257
TX,48,37440,Robstown Independent School District,"16,447","3,326","1,164"
TX,48,37470,Roby Consolidated Independent School District,"1,379",237,41
TX,48,37500,Rochelle Independent School District,860,131,23
TX,48,37590,Rockdale Independent School District,"9,064","1,684",359
TX,48,3,Rocksprings Independent School District,"1,575",272,80
TX,48,37650,Rockwall Independent School District,"84,805","17,332","1,007"
TX,48,37710,Rogers Independent School District,"4,544",893,93
TX,48,37740,Roma Independent School District,"24,967","5,770","2,534"
TX,48,37800,Roosevelt Independent School District,"6,110","1,235",207
TX,48,37830,Ropes Independent School District,"1,245",253,48
TX,48,37860,Roscoe Collegiate Independent School District,"1,799",338,65
TX,48,37900,Rosebud-Lott Independent School District,"4,799",812,169
TX,48,38040,Rotan Independent School District,"1,880",297,68
TX,48,38080,Round Rock Independent School District,"317,133","58,267","3,255"
TX,48,38100,Round Top-Carmine Independent School District,"1,875",209,21
TX,48,38190,Royal Independent School District,"13,228","2,699",502
TX,48,38220,Royse City Independent School District,"26,297","5,496",390
TX,48,38280,Rule Independent School District,862,112,30
TX,48,38310,Runge Independent School District,"1,395",300,67
TX,48,38360,Rusk Independent School District,"12,649","2,073",409
TX,48,38400,S and S Consolidated Independent School District,"5,693","1,054",120
TX,48,38430,Sabinal Independent School District,"2,681",496,147
TX,48,38460,Sabine Independent School District,"6,748","1,342",170
TX,48,38490,Sabine Pass Independent School District,395,44,6
TX,48,38520,Saint Jo Independent School District,"1,761",300,41
TX,48,38580,Salado Independent School District,"8,510","1,518",121
TX,48,38610,Saltillo Independent School District,"1,262",244,32
TX,48,38640,Sam Rayburn Independent School District,"2,565",445,54
TX,48,38700,San Angelo Independent School District,"102,112","16,891","2,650"
TX,48,38730,San Antonio Independent School District,"360,076","62,490","21,371"
TX,48,38760,San Augustine Independent School District,"5,209",758,199
TX,48,38790,San Benito Consolidated Independent School District,"44,581","10,486","3,692"
TX,48,38820,San Diego Independent School District,"6,639","1,216",440
TX,48,38850,San Elizario Independent School District,"14,527","3,515","1,164"
TX,48,38900,San Felipe-Del Rio Consolidated Independent School District,"48,416","9,772","2,527"
TX,48,38910,San Isidro Independent School District,"1,087",197,59
TX,48,38970,San Marcos Consolidated Independent School District,"91,317","10,436","1,760"
TX,48,39000,San Perlita Independent School District,925,169,64
TX,48,39030,San Saba Independent School District,"4,472",617,206
TX,48,39060,San Vicente Independent School District,216,24,3
TX,48,39120,Sands Consolidated Independent School District,737,169,30
TX,48,39150,Sanford-Fritch Independent School District,"4,828",824,112
TX,48,39180,Sanger Independent School District,"17,327","3,222",221
TX,48,39210,Santa Anna Independent School District,"1,606",271,85
TX,48,39270,Santa Fe Independent School District,"28,416","5,177",509
TX,48,39300,Santa Gertrudis Independent School District,29,3,3
TX,48,39330,Santa Maria Independent School District,"2,653",670,204
TX,48,39360,Santa Rosa Independent School District,"5,461","1,223",293
TX,48,39390,Santo Independent School District,"3,326",519,107
TX,48,39450,Savoy Independent School District,"1,964",329,37
TX,48,39480,Schertz-Cibolo-Universal City Independent School District,"73,416","14,521",929
TX,48,39510,Schleicher Independent School District,"2,793",554,106
TX,48,39540,Schulenburg Independent School District,"5,324",803,133
TX,48,39570,Scurry-Rosser Independent School District,"5,534","1,105",111
TX,48,39600,Seagraves Independent School District,"3,395",785,139
TX,48,39630,Sealy Independent School District,"13,819","2,616",381
TX,48,39690,Seguin Independent School District,"54,501","8,718","1,466"
TX,48,39750,Seminole Independent School District,"17,658","4,621",979
TX,48,39780,Seymour Independent School District,"3,582",606,134
TX,48,39870,Shallowater Independent School District,"6,066","1,433",210
TX,48,39900,Shamrock Independent School District,"2,294",404,81
TX,48,39930,Sharyland Independent School District,"44,771","10,841","2,665"
TX,48,39960,Shelbyville Independent School District,"3,500",612,195
TX,48,39990,Sheldon Independent School District,"34,485","8,107","1,513"
TX,48,40020,Shepherd Independent School District,"10,040","1,836",446
TX,48,40080,Sherman Independent School District,"46,607","7,910","1,455"
TX,48,40110,Shiner Independent School District,"4,089",762,79
TX,48,40170,Sidney Independent School District,580,93,20
TX,48,40200,Sierra Blanca Independent School District,862,122,35
TX,48,40230,Silsbee Independent School District,"17,809","3,175",592
TX,48,40290,Silverton Independent School District,"1,039",145,32
TX,48,40320,Simms Independent School District,"5,748",589,93
TX,48,40350,Sinton Independent School District,"9,628","1,864",455
TX,48,40380,Sivells Bend Independent School District,569,64,7
TX,48,40410,Skidmore-Tynan Independent School District,"2,931",574,116
TX,48,40440,Slaton Independent School District,"8,626","1,694",520
TX,48,40470,Slidell Independent School District,"2,354",393,34
TX,48,40500,Slocum Independent School District,"2,043",314,71
TX,48,40550,Smithville Independent School District,"12,817","2,107",362
TX,48,40590,Smyer Independent School District,"1,643",306,56
TX,48,40620,Snook Independent School District,"3,202",533,164
TX,48,40650,Snyder Independent School District,"15,423","2,781",503
TX,48,40710,Socorro Independent School District,"188,756","42,114","7,797"
TX,48,40740,Somerset Independent School District,"17,518","3,889","1,072"
TX,48,40770,Somerville Independent School District,"4,298",544,118
TX,48,40800,Sonora Independent School District,"3,776",650,110
TX,48,40680,South San Antonio Independent School District,"52,216","11,031","3,254"
TX,48,40890,Southland Independent School District,281,40,6
TX,48,40920,Southside Independent School District,"27,150","5,959","1,747"
TX,48,40950,Southwest Independent School District,"60,394","13,542","3,561"
TX,48,41010,Spearman Independent School District,"3,650",775,146
TX,48,41070,Splendora Independent School District,"19,110","3,961",616
TX,48,41100,Spring Branch Independent School District,"199,174","37,642","7,064"
TX,48,41130,Spring Creek Independent School District,151,31,4
TX,48,41190,Spring Hill Independent School District,"8,743","2,120",366
TX,48,41220,Spring Independent School District,"192,047","39,982","9,163"
TX,48,41250,Springlake-Earth Independent School District,"1,583",337,46
TX,48,41280,Springtown Independent School District,"22,561","4,217",474
TX,48,2,Spur Independent School District,"1,884",256,52
TX,48,41340,Spurger Independent School District,"2,174",375,72
TX,48,41350,Stafford Municipal School District,"23,012","3,788",413
TX,48,41400,Stamford Independent School District,"3,413",550,124
TX,48,41430,Stanton Independent School District,"4,572","1,017",167
TX,48,41520,Stephenville Independent School District,"27,603","3,721",550
TX,48,41550,Sterling City Independent School District,"1,291",276,33
TX,48,41610,Stockdale Independent School District,"5,167",868,86
TX,48,41670,Stratford Independent School District,"2,496",503,65
TX,48,41700,Strawn Independent School District,821,151,39
TX,48,41760,Sudan Independent School District,"1,403",324,62
TX,48,41790,Sulphur Bluff Independent School District,"1,221",196,25
TX,48,41820,Sulphur Springs Independent School District,"24,353","4,219",823
TX,48,41850,Sundown Independent School District,"1,600",386,43
TX,48,41880,Sunnyvale Independent School District,"5,646","1,126",81
TX,48,41910,Sunray Independent School District,"2,026",462,59
TX,48,41970,Sweeny Independent School District,"12,031","2,292",430
TX,48,42000,Sweet Home Independent School District,817,142,22
TX,48,42030,Sweetwater Independent School District,"12,283","2,356",554
TX,48,42060,Taft Independent School District,"5,268","1,087",269
TX,48,42090,Tahoka Independent School District,"3,062",620,151
TX,48,42210,Tarkington Independent School District,"10,097","2,247",512
TX,48,42240,Tatum Independent School District,"5,990","1,081",208
TX,48,42280,Taylor Independent School District,"22,899","4,042",620
TX,48,42300,Teague Independent School District,"7,182","1,116",259
TX,48,42330,Temple Independent School District,"64,431","11,027","2,546"
TX,48,42360,Tenaha Independent School District,"2,318",450,133
TX,48,42390,Terlingua Common School District,781,121,25
TX,48,42420,Terrell County Independent School District,776,105,20
TX,48,42450,Terrell Independent School District,"32,615","5,748","1,137"
TX,48,42480,Texarkana Independent School District,"31,867","5,593","1,515"
TX,48,42510,Texas City Independent School District,"64,760","11,313","2,630"
TX,48,42540,Texhoma Independent School District,540,113,12
TX,48,42570,Texline Independent School District,"1,043",251,39
TX,48,42630,Thorndale Independent School District,"3,050",540,84
TX,48,42660,Thrall Independent School District,"4,404",796,52
TX,48,42690,Three Rivers Independent School District,"4,520",611,115
TX,48,42720,Three Way Independent School District,629,102,11
TX,48,42780,Throckmorton Collegiate Independent School District,"1,063",163,42
TX,48,42810,Tidehaven Independent School District,"4,058",762,173
TX,48,42840,Timpson Independent School District,"3,903",729,172
TX,48,42870,Tioga Independent School District,"1,463",265,44
TX,48,42900,Tolar Independent School District,"3,145",641,55
TX,48,42930,Tom Bean Independent School District,"4,757",928,102
TX,48,42960,Tomball Independent School District,"64,873","12,448",823
TX,48,42990,Tornillo Independent School District,"3,898","1,081",303
TX,48,43110,Trent Independent School District,759,123,20
TX,48,43140,Trenton Independent School District,"3,293",674,56
TX,48,43170,Trinidad Independent School District,937,152,46
TX,48,43200,Trinity Independent School District,"8,110","1,175",357
TX,48,43230,Troup Independent School District,"5,424","1,033",176
TX,48,43260,Troy Independent School District,"6,967","1,416",164
TX,48,43320,Tulia Independent School District,"5,474","1,025",317
TX,48,43350,Tuloso-Midway Independent School District,"13,294","2,762",562
TX,48,43400,Turkey-Quitaque Independent School District,970,155,37
TX,48,43470,Tyler Independent School District,"131,047","22,493","3,961"
TX,48,43530,Union Grove Independent School District,"3,047",618,81
TX,48,43560,Union Hill Independent School District,"2,065",324,64
TX,48,43650,United Independent School District,"173,189","42,578","9,465"
TX,48,43680,Utopia Independent School District,"1,485",162,26
TX,48,43720,Uvalde Consolidated Independent School District,"23,252","4,687","1,390"
TX,48,43740,Valentine Independent School District,308,12,2
TX,48,43760,Valley Mills Independent School District,"3,515",623,81
TX,48,43800,Valley View Independent School District,"16,249","4,526","1,516"
TX,48,43860,Valley View Independent School District,"3,372",541,72
TX,48,43890,Van Alstyne Independent School District,"8,038","1,621",123
TX,48,43920,Van Independent School District,"14,695","2,560",409
TX,48,43950,Van Vleck Independent School District,"4,935",810,135
TX,48,43980,Vega Independent School District,"1,182",176,13
TX,48,44010,Venus Independent School District,"11,125","2,144",389
TX,48,44040,Veribest Independent School District,"1,242",255,42
TX,48,44110,Vernon Independent School District,"12,220","1,987",383
TX,48,44150,Victoria Independent School District,"83,852","15,286","3,057"
TX,48,44160,Vidor Independent School District,"25,939","4,722",776
TX,48,44250,Vysehrad Independent School District,794,113,9
TX,48,44280,Waco Independent School District,"112,268","17,709","5,435"
TX,48,44310,Waelder Independent School District,"2,142",354,74
TX,48,44370,Walcott Independent School District,137,29,5
TX,48,44410,Wall Independent School District,"4,539","1,028",84
TX,48,44430,Waller Independent School District,"39,548","6,855","1,060"
TX,48,44490,Walnut Bend Independent School District,174,38,6
TX,48,44520,Walnut Springs Independent School District,"1,332",212,52
TX,48,44580,Warren Independent School District,"6,213",994,195
TX,48,44670,Waskom Independent School District,"4,412",805,185
TX,48,44710,Water Valley Independent School District,"2,003",333,60
TX,48,44730,Waxahachie Independent School District,"50,564","9,050","1,042"
TX,48,44800,Weatherford Independent School District,"58,024","9,950","1,016"
TX,48,44810,Webb Consolidated Independent School District,"1,462",317,108
TX,48,44820,Weimar Independent School District,"4,638",700,110
TX,48,44890,Wellington Independent School District,"2,876",563,178
TX,48,44910,Wellman-Union Consolidated Independent School District,619,121,43
TX,48,44940,Wells Independent School District,"1,926",380,96
TX,48,44960,Weslaco Independent School District,"75,936","17,319","5,969"
TX,48,45000,West Hardin County Consolidated Independent School District,"3,841",644,60
TX,48,45040,West Independent School District,"8,718","1,625",163
TX,48,45090,West Orange-Cove Consolidated Independent School District,"17,844","2,745",763
TX,48,45120,West Oso Independent School District,"9,806","1,960",566
TX,48,45150,West Rusk County Consolidated Independent School District,"5,913","1,098",241
TX,48,45180,West Sabine Independent School District,"2,638",487,156
TX,48,45210,Westbrook Independent School District,820,138,34
TX,48,45240,Westhoff Independent School District,478,60,25
TX,48,45330,Westphalia Independent School District,367,48,6
TX,48,43290,Westwood Independent School District,"14,695","1,666",349
TX,48,45380,Wharton Independent School District,"13,106","2,282",479
TX,48,45420,Wheeler Independent School District,"1,965",410,60
TX,48,45450,White Deer Independent School District,"1,583",267,13
TX,48,45480,White Oak Independent School District,"6,719","1,512",219
TX,48,45540,White Settlement Independent School District,"36,510","6,904",757
TX,48,45570,Whiteface Consolidated Independent School District,857,165,36
TX,48,45600,Whitehouse Independent School District,"27,745","5,633",562
TX,48,45630,Whitesboro Independent School District,"10,595","1,645",221
TX,48,45670,Whitewright Independent School District,"4,099",815,83
TX,48,45690,Whitharral Independent School District,476,96,13
TX,48,45720,Whitney Independent School District,"10,168","1,562",232
TX,48,45780,Wichita Falls Independent School District,"88,349","14,897","2,754"
TX,48,45840,Wildorado Independent School District,358,57,19
TX,48,45900,Willis Independent School District,"48,165","8,635","1,323"
TX,48,45950,Wills Point Independent School District,"15,430","2,703",509
TX,48,45990,Wilson Independent School District,893,179,53
TX,48,9,Wimberley Independent School District,"19,417","2,758",193
TX,48,46080,Windthorst Independent School District,"1,451",302,31
TX,48,46170,Wink-Loving Independent School District,"1,298",279,44
TX,48,46200,Winnsboro Independent School District,"9,428","1,451",284
TX,48,46230,Winona Independent School District,"6,268","1,044",383
TX,48,46260,Winters Independent School District,"3,387",580,161
TX,48,46320,Woden Independent School District,"3,105",683,110
TX,48,46350,Wolfe City Independent School District,"3,493",609,81
TX,48,46380,Woodsboro Independent School District,"2,596",419,102
TX,48,46410,Woodson Independent School District,470,64,11
TX,48,46440,Woodville Independent School District,"11,122","1,335",314
TX,48,46470,Wortham Independent School District,"2,140",390,81
TX,48,46500,Wylie Independent School District,"18,612","3,833",218
TX,48,46530,Wylie Independent School District,"74,724","16,122",937
TX,48,46590,Yantis Independent School District,"3,672",393,98
TX,48,46620,Yoakum Independent School District,"8,908","1,756",334
TX,48,46650,Yorktown Independent School District,"3,527",556,114
TX,48,46680,Ysleta Independent School District,"202,170","36,757","10,736"
TX,48,46710,Zapata County Independent School District,"14,179","3,474","1,420"
TX,48,46740,Zavalla Independent School District,"2,972",481,131
TX,48,46770,Zephyr Independent School District,805,134,13
UT,49,30,Alpine School District,"350,678","91,422","5,504"
UT,49,60,Beaver School District,"6,710","1,619",185
UT,49,90,Box Elder School District,"56,046","12,975","1,046"
UT,49,120,Cache School District,"73,400","19,984","1,384"
UT,49,142,Canyons School District,"230,149","44,408","3,196"
UT,49,150,Carbon School District,"20,463","3,984",635
UT,49,180,Daggett School District,950,173,11
UT,49,210,Davis School District,"355,481","83,969","4,648"
UT,49,240,Duchesne School District,"19,938","4,874",694
UT,49,270,Emery School District,"10,012","2,229",281
UT,49,300,Garfield School District,"5,051",868,101
UT,49,330,Grand School District,"10,271","1,634",309
UT,49,360,Granite School District,"432,944","83,401","10,148"
UT,49,390,Iron School District,"54,839","11,507","1,583"
UT,49,420,Jordan School District,"247,836","61,706","3,391"
UT,49,450,Juab School District,"10,986","2,867",324
UT,49,480,Kane School District,"7,886","1,409",173
UT,49,510,Logan School District,"54,889","8,070","1,495"
UT,49,540,Millard School District,"13,188","3,073",441
UT,49,570,Morgan School District,"12,124","3,338",130
UT,49,600,Murray School District,"39,418","6,318",690
UT,49,630,Nebo School District,"147,354","40,516","2,475"
UT,49,660,North Sanpete School District,"12,652","2,756",371
UT,49,690,North Summit School District,"5,711","1,115",43
UT,49,720,Ogden School District,"93,225","16,794","1,927"
UT,49,750,Park City School District,"28,315","5,101",276
UT,49,780,Piute School District,"1,479",295,70
UT,49,810,Provo School District,"138,203","19,004","2,370"
UT,49,840,Rich School District,"2,483",553,72
UT,49,870,Salt Lake City School District,"210,090","29,625","4,365"
UT,49,900,San Juan School District,"14,791","3,287",807
UT,49,930,Sevier School District,"21,620","4,658",658
UT,49,960,South Sanpete School District,"18,287","3,152",391
UT,49,990,South Summit School District,"8,119","1,681",74
UT,49,1020,Tintic School District,"1,031",196,23
UT,49,1050,Tooele School District,"72,259","17,546","1,099"
UT,49,1080,Uintah School District,"35,734","8,810",980
UT,49,1110,Wasatch School District,"34,091","7,914",396
UT,49,1140,Washington School District,"177,556","33,888","3,816"
UT,49,1170,Wayne School District,"2,711",487,93
UT,49,1200,Weber School District,"166,988","36,175","1,839"
VT,50,99903,Addison Central Unified School District,"14,708","1,577",126
VT,50,99902,Addison Northwest Unified School District,"7,899","1,048",66
VT,50,99904,Addison Rutland Supervisory District,"10,193","1,279",163
VT,50,7,Barre Supervisory Union,"16,652","2,387",254
VT,50,4,Battenkill Valley Supervisory Union,"2,592",337,31
VT,50,99906,Bennington Rutland Supervisory Union,"14,073","1,969",137
VT,50,2820,Burlington School District,"44,374","3,597",496
VT,50,99909,Caledonia Central Supervisory Union,"10,764","1,657",155
VT,50,99929,Central Vermont Supervisory Union,"11,592","1,335",96
VT,50,99914,Champlain Valley Unified School District,"25,804","4,274",163
VT,50,99912,Chittenden East Supervisory Union,"15,960","2,685",77
VT,50,3240,Colchester School District,"17,861","2,169",141
VT,50,99919,Essex North Supervisory Union,"2,960",391,62
VT,50,395,Essex-Westford Educational Community Unified School District,"22,614","3,568",170
VT,50,99920,Franklin Northeast Supervisory Union,"11,864","1,943",249
VT,50,99921,Franklin Northwest Supervisory Union,"11,769","1,873",204
VT,50,99922,Franklin West Supervisory Union,"10,428","1,834",88
VT,50,99924,Grand Isle Supervisory Union,"7,235",967,98
VT,50,405,Greater Rutland County Supervisory Union,"13,123","1,707",132
VT,50,4590,Hartford School District,"9,668","1,331",81
VT,50,99942,Harwood Unified School District,"12,595","1,871",120
VT,50,99908,Kingdom East Supervisory District,"12,906","1,720",223
VT,50,99925,Lamoille North Supervisory Union,"12,851","1,872",174
VT,50,99926,Lamoille South Supervisory Union,"10,774","1,630",172
VT,50,99923,Maple Run Unified School District,"15,341","2,297",241
VT,50,99933,Mill River Unified School District,"5,967",800,68
VT,50,5610,Milton School District,"10,830","1,741",117
VT,50,5700,Montpelier-Roxbury Supervisory Union,"8,384","1,029",57
VT,50,99901,Mt. Abraham Unified School District,"10,630","1,451",104
VT,50,99931,North Country Supervisory Union,"18,953","2,747",364
VT,50,6180,Norwich School District,"3,320",594,18
VT,50,99927,Orange East Supervisory Union,"12,232","1,766",211
VT,50,99928,Orange Southwest Unified School District,"7,298",918,108
VT,50,99934,Orleans Central Supervisory Union,"7,321","1,086",269
VT,50,99935,Orleans Southwest Supervisory Union,"7,680","1,192",132
VT,50,24,Rivendell Interstate School District,"2,355",283,26
VT,50,7050,Rutland City School District,"15,539","2,030",294
VT,50,99936,Rutland Northeast Supervisory Union,"10,968","1,495",172
VT,50,7470,South Burlington School District,"18,733","2,282",125
VT,50,99905,Southwest Vermont Supervisory Union,"22,279","3,111",441
VT,50,7530,Springfield School District,"9,111","1,233",179
VT,50,7650,St. Johnsbury School District,"7,302","1,002",206
VT,50,385,Two Rivers Supervisory Union,"8,159","1,058",102
VT,50,99932,Washington Central Supervisory Union,"9,616","1,439",87
VT,50,99930,White River Valley Supervisory Union,"12,186","1,564",136
VT,50,99946,Windham Central Supervisory Union,"7,837","1,022",89
VT,50,99947,Windham Northeast Supervisory Union,"9,091","1,304",205
VT,50,99948,Windham Southeast Supervisory Union,"19,858","2,578",309
VT,50,99949,Windham Southwest Supervisory Union,"5,381",728,69
VT,50,99951,Windsor Central Supervisory Union,"8,197","1,051",98
VT,50,99952,Windsor Southeast Supervisory Union,"10,564","1,375",95
VT,50,9360,Winooski Incorporated School District,"7,598",765,185
VA,51,60,Accomack County Public Schools,"32,316","4,879","1,412"
VA,51,90,Albemarle County Public Schools,"109,330","15,832","1,095"
VA,51,120,Alexandria City Public Schools,"159,428","17,680","2,637"
VA,51,152,Alleghany County Public Schools,"14,860","2,064",350
VA,51,180,Amelia County Public Schools,"13,145","2,016",264
VA,51,210,Amherst County Public Schools,"31,605","4,476",677
VA,51,240,Appomattox County Public Schools,"15,911","2,417",455
VA,51,270,Arlington County Public Schools,"236,842","29,266","2,594"
VA,51,300,Augusta County Public Schools,"75,558","10,809",971
VA,51,330,Bath County Public Schools,"4,147",459,58
VA,51,360,Bedford County Public Schools,"78,997","11,906","1,128"
VA,51,390,Bland County Public Schools,"6,280",695,95
VA,51,420,Botetourt County Public Schools,"33,419","4,901",351
VA,51,450,Bristol City Public Schools,"16,762","2,524",752
VA,51,480,Brunswick County Public Schools,"16,231","1,957",482
VA,51,510,Buchanan County Public Schools,"21,004","2,767",738
VA,51,540,Buckingham County Public Schools,"17,148","2,334",473
VA,51,560,Buena Vista City Public Schools,"6,478",915,233
VA,51,600,Campbell County Public Schools,"54,885","7,937","1,039"
VA,51,660,Caroline County Public Schools,"30,725","5,073",644
VA,51,690,Carroll County Public Schools,"29,791","4,064",711
VA,51,720,Charles City County Public Schools,"6,963",764,134
VA,51,750,Charlotte County Public Schools,"11,880","1,821",538
VA,51,780,Charlottesville City Public Schools,"47,266","4,984","1,218"
VA,51,810,Chesapeake City Public Schools,"244,835","43,766","4,770"
VA,51,840,Chesterfield County Public Schools,"352,802","61,956","5,057"
VA,51,870,Clarke County Public Schools,"14,619","2,218",138
VA,51,930,Colonial Beach Town Public Schools,"3,610",480,178
VA,51,960,Colonial Heights City Public Schools,"17,370","2,905",424
VA,51,990,Covington City Public Schools,"5,538",849,173
VA,51,1020,Craig County Public Schools,"5,131",689,121
VA,51,1050,Culpeper County Public Schools,"52,605","9,617","1,015"
VA,51,1080,Cumberland County Public Schools,"9,932","1,422",303
VA,51,22,Dahlgren Department of Defense School District,682,116,4
VA,51,1110,Danville City Public Schools,"40,044","6,331","2,282"
VA,51,1140,Dickenson County Public Schools,"14,318","2,122",525
VA,51,1170,Dinwiddie County Public Schools,"28,544","4,348",594
VA,51,1190,Emporia City Public Schools,"5,346",939,310
VA,51,1200,Essex County Public Schools,"10,953","1,482",330
VA,51,1230,Fairfax City Public Schools,"24,019","3,505",260
VA,51,1260,Fairfax County Public Schools,"1,147,532","194,984","13,786"
VA,51,1290,Falls Church City Public Schools,"14,617","2,734",76
VA,51,1320,Fauquier County Public Schools,"71,222","12,398",702
VA,51,1350,Floyd County Public Schools,"15,749","2,297",345
VA,51,1380,Fluvanna County Public Schools,"27,270","3,974",346
VA,51,1410,Franklin City Public Schools,"7,967","1,417",487
VA,51,1440,Franklin County Public Schools,"56,042","7,968","1,227"
VA,51,1470,Frederick County Public Schools,"89,313","15,083","1,275"
VA,51,1510,Fredericksburg City Public Schools,"29,036","4,201","1,046"
VA,51,1560,Galax City Public Schools,"6,347","1,099",350
VA,51,1590,Giles County Public Schools,"16,720","2,528",375
VA,51,1620,Gloucester County Public Schools,"37,348","5,575",653
VA,51,1650,Goochland County Public Schools,"23,753","3,193",203
VA,51,1690,Grayson County Public Schools,"15,550","1,944",480
